surveynum,qid,bin,interval,dens,cprobs
1,6163,1.5449999999999973,0.015,1.49726,0.9132503852596257
1,6163,1.5599999999999972,0.015,1.35701,0.9204142713567779
1,6163,1.574999999999997,0.015,1.22824,0.9269073869346673
1,6163,1.589999999999997,0.015,1.11027,0.9327764824120542
1,6163,1.6049999999999969,0.015,1.0027,0.9380831323283021
1,6163,1.6199999999999968,0.015,0.90516,0.9428706700167443
1,6163,1.6349999999999967,0.015,0.81713,0.9471959296482352
1,6163,1.6499999999999966,0.015,0.73795,0.9510978559463925
1,6163,1.6649999999999965,0.015,0.66685,0.9546257244556053
1,6163,1.6799999999999964,0.015,0.60304,0.95781207705192
1,6163,1.6949999999999963,0.015,0.54575,0.9606970268006637
1,6163,1.7099999999999962,0.015,0.49429,0.9633067671691729
1,6163,1.724999999999996,0.015,0.44804,0.9656732328308144
1,6163,1.739999999999996,0.015,0.40643,0.9678174539363419
1,6163,1.754999999999996,0.015,0.36898,0.969764723618084
1,6163,1.7699999999999958,0.015,0.33526,0.9715320435510822
1,6163,1.7849999999999957,0.015,0.30487,0.9731395812395246
1,6163,1.7999999999999956,0.015,0.27749,0.9746011055276316
1,6163,1.8149999999999955,0.015,0.2528,0.9759327973199265
1,6163,1.8299999999999954,0.015,0.23053,0.9771458626465596
1,6163,1.8449999999999953,0.015,0.21045,0.9782532537688378
1,6163,1.8599999999999952,0.015,0.19233,0.979264221105521
1,6163,1.8749999999999951,0.015,0.17598,0.9801891038525898
1,6163,1.889999999999995,0.015,0.16122,0.9810355276381844
1,6163,1.904999999999995,0.015,0.1479,0.9818117546063587
1,6163,1.9199999999999948,0.015,0.13586,0.98252410385259
1,6163,1.9349999999999947,0.015,0.125,0.9831791164154039
1,6163,1.9499999999999946,0.015,0.11518,0.9837821273031763
1,6163,1.9649999999999945,0.015,0.1063,0.984338237018419
1,6163,1.9799999999999944,0.015,0.09827,0.9848518927973136
1,6163,1.9949999999999943,0.015,0.09101,0.9853271314907808
1,6163,2.0099999999999945,0.015,0.08443,0.9857677051926234
1,6163,2.0249999999999946,0.015,0.07848,0.986176708542707
1,6163,2.0399999999999947,0.015,0.07308,0.9865573701842482
1,6163,2.054999999999995,0.015,0.06819,0.9869120184254542
1,6163,2.069999999999995,0.015,0.06374,0.9872434338358395
1,6163,2.084999999999995,0.015,0.0597,0.9875532956448846
1,6163,2.099999999999995,0.015,0.05603,0.9878440536013336
1,6163,2.1149999999999953,0.015,0.05269,0.9881169472361745
1,6163,2.1299999999999955,0.015,0.04964,0.9883740871021711
1,6163,2.1449999999999956,0.015,0.04686,0.9886162855946335
1,6163,2.1599999999999957,0.015,0.04431,0.9888454271356719
1,6163,2.174999999999996,0.015,0.04199,0.9890619974874306
1,6163,2.189999999999996,0.015,0.03985,0.989267738693461
1,6163,2.204999999999996,0.015,0.03789,0.9894628015075313
1,6163,2.219999999999996,0.015,0.03609,0.9896488107202616
1,6163,2.2349999999999963,0.015,0.03443,0.9898257412060237
1,6163,2.2499999999999964,0.015,0.0329,0.9899950586264592
1,6163,2.2649999999999966,0.015,0.03148,0.9901565703517524
1,6163,2.2799999999999967,0.015,0.03016,0.9903116080401945
1,6163,2.294999999999997,0.015,0.02894,0.9904598534338295
1,6163,2.309999999999997,0.015,0.0278,0.9906025963149013
1,6163,2.324999999999997,0.015,0.02674,0.990739384422104
1,6163,2.339999999999997,0.015,0.02574,0.9908714405360068
1,6163,2.3549999999999973,0.015,0.02481,0.9909981993299768
1,6163,2.3699999999999974,0.015,0.02394,0.9911208877721878
1,6163,2.3849999999999976,0.015,0.02311,0.9912388609715178
1,6163,2.3999999999999977,0.015,0.02233,0.9913532328308144
1,6163,2.414999999999998,0.015,0.0216,0.9914633668341646
1,6163,2.429999999999998,0.015,0.0209,0.9915703685092064
1,6163,2.444999999999998,0.015,0.02023,0.9916734673366769
1,6163,2.459999999999998,0.015,0.0196,0.9917737520937959
1,6163,2.4749999999999983,0.015,0.019,0.9918704983249518
1,6163,2.4899999999999984,0.015,0.01842,0.9919647403685028
1,6163,2.5049999999999986,0.015,0.01787,0.9920556783919534
1,6163,2.5199999999999987,0.015,0.01734,0.99214437185929
1,6163,2.534999999999999,0.015,0.01684,0.9922300041875982
1,6163,2.549999999999999,0.015,0.01635,0.9923136348408645
1,6163,2.564999999999999,0.015,0.01588,0.9923943634840808
1,6163,2.579999999999999,0.015,0.01542,0.9924732495812331
1,6163,2.5949999999999993,0.015,0.01498,0.9925493760468946
1,6163,2.6099999999999994,0.015,0.01456,0.9926238358458898
1,6163,2.6249999999999996,0.015,0.01415,0.9926957202680002
1,6163,2.6399999999999997,0.015,0.01376,0.9927660804020036
1,6163,2.655,0.015,0.01337,0.9928340033500772
1,6163,2.67,0.015,0.013,0.9929004857621377
1,6163,2.685,0.015,0.01264,0.9929646691792231
1,6163,2.7,0.015,0.01229,0.9930275376884359
1,6163,2.7150000000000003,0.015,0.01195,0.9930882035175815
1,6163,2.7300000000000004,0.015,0.01162,0.9931476549413673
1,6163,2.7450000000000006,0.015,0.01129,0.9932049832495747
1,6163,2.7600000000000007,0.015,0.01098,0.9932611557788882
1,6163,2.775000000000001,0.015,0.01068,0.993315347571183
1,6163,2.790000000000001,0.015,0.01038,0.9933684924623053
1,6163,2.805000000000001,0.015,0.01009,0.9934196901172465
1,6163,2.820000000000001,0.015,0.00981,0.9934699162478999
1,6163,2.8350000000000013,0.015,0.00954,0.9935182998324895
1,6163,2.8500000000000014,0.015,0.00928,0.9935658123953036
1,6163,2.8650000000000015,0.015,0.00902,0.9936115619765429
1,6163,2.8800000000000017,0.015,0.00877,0.993656482412054
1,6163,2.895000000000002,0.015,0.00852,0.993699698492456
1,6163,2.910000000000002,0.015,0.00828,0.9937421273031763
1,6163,2.925000000000002,0.015,0.00805,0.9937829313232767
1,6163,2.940000000000002,0.015,0.00783,0.9938230485762082
1,6163,2.9550000000000023,0.015,0.00761,0.9938616206030088
1,6163,2.9700000000000024,0.015,0.00739,0.9938995309882684
1,6163,2.9850000000000025,0.015,0.00719,0.9939359338358394
1,6163,3.0000000000000027,0.015,0.00698,0.9939717755443823
1,6164,0.0,5000.0,0.01998,0.0
1,6164,5000.0,5000.0,0.02127,0.00010364321608040201
1,6164,10000.0,5000.0,0.02266,0.00021393634840871021
1,6164,15000.0,5000.0,0.02417,0.00033159128978224454
1,6164,20000.0,5000.0,0.0258,0.0004570519262981574
1,6164,25000.0,5000.0,0.02758,0.0005911515912897823
1,6164,30000.0,5000.0,0.02951,0.0007344891122278057
1,6164,35000.0,5000.0,0.0316,0.0008880067001675043
1,6164,40000.0,5000.0,0.03387,0.0010523785594639865
1,6164,45000.0,5000.0,0.03634,0.001228752093802345
1,6164,50000.0,5000.0,0.03901,0.0014179396984924622
1,6164,55000.0,5000.0,0.04191,0.001621210217755444
1,6164,60000.0,5000.0,0.04505,0.0018395477386934673
1,6164,65000.0,5000.0,0.04845,0.002074417922948074
1,6164,70000.0,5000.0,0.05213,0.0023269514237855946
1,6164,75000.0,5000.0,0.0561,0.0025988274706867675
1,6164,80000.0,5000.0,0.06038,0.0028912897822445565
1,6164,85000.0,5000.0,0.06498,0.003206201842546064
1,6164,90000.0,5000.0,0.06992,0.0035449246231155783
1,6164,95000.0,5000.0,0.07521,0.003909505862646566
1,6164,100000.0,5000.0,0.08085,0.0043013902847571185
1,6164,105000.0,5000.0,0.08686,0.004722696817420435
1,6164,110000.0,5000.0,0.09324,0.005174974874371859
1,6164,115000.0,5000.0,0.09997,0.00566036013400335
1,6164,120000.0,5000.0,0.10705,0.006180284757118928
1,6164,125000.0,5000.0,0.11445,0.006736762981574539
1,6164,130000.0,5000.0,0.12216,0.007331055276381909
1,6164,135000.0,5000.0,0.13014,0.007964937185929647
1,6164,140000.0,5000.0,0.13834,0.0086393634840871
1,6164,145000.0,5000.0,0.14671,0.009355552763819094
1,6164,150000.0,5000.0,0.15519,0.010114020100502512
1,6164,155000.0,5000.0,0.16372,0.01091530988274707
1,6164,160000.0,5000.0,0.17221,0.011759380234505866
1,6164,165000.0,5000.0,0.1806,0.012645871021775548
1,6164,170000.0,5000.0,0.18881,0.0135741541038526
1,6164,175000.0,5000.0,0.19674,0.014542948073701845
1,6164,180000.0,5000.0,0.20435,0.015550904522613068
1,6164,185000.0,5000.0,0.21155,0.016595992462311557
1,6164,190000.0,5000.0,0.21831,0.017676298157453942
1,6164,195000.0,5000.0,0.22458,0.01878922110552764
1,6164,200000.0,5000.0,0.23036,0.019932562814070357
1,6164,205000.0,5000.0,0.23564,0.021103555276381913
1,6164,210000.0,5000.0,0.24045,0.022300016750418764
1,6164,215000.0,5000.0,0.24484,0.023519455611390284
1,6164,220000.0,5000.0,0.24887,0.024760117252931327
1,6164,225000.0,5000.0,0.25265,0.026020288944723618
1,6164,230000.0,5000.0,0.25626,0.027299028475711896
1,6164,235000.0,5000.0,0.25983,0.02859575376884422
1,6164,240000.0,5000.0,0.2635,0.029910552763819095
1,6164,245000.0,5000.0,0.26739,0.031244413735343382
1,6164,250000.0,5000.0,0.27165,0.03259850921273032
1,6164,255000.0,5000.0,0.27642,0.03397547738693467
1,6164,260000.0,5000.0,0.28184,0.03537768844221106
1,6164,265000.0,5000.0,0.28807,0.036809463986599664
1,6164,270000.0,5000.0,0.29523,0.038274422110552764
1,6164,275000.0,5000.0,0.30345,0.03977842964824121
1,6164,280000.0,5000.0,0.31288,0.04132619765494138
1,6164,285000.0,5000.0,0.32364,0.042925230318257956
1,6164,290000.0,5000.0,0.33585,0.044581289782244564
1,6164,295000.0,5000.0,0.34965,0.04630332914572864
1,6164,300000.0,5000.0,0.36515,0.04809820770519264
1,6164,305000.0,5000.0,0.3825,0.04997634003350084
1,6164,310000.0,5000.0,0.40182,0.05194572864321609
1,6164,315000.0,5000.0,0.42326,0.05401834589614741
1,6164,320000.0,5000.0,0.44696,0.056203383584589615
1,6164,325000.0,5000.0,0.47308,0.05851452680067002
1,6164,330000.0,5000.0,0.50179,0.060962294807370185
1,6164,335000.0,5000.0,0.53327,0.06356235762144054
1,6164,340000.0,5000.0,0.56771,0.06632675041876047
1,6164,345000.0,5000.0,0.60532,0.0692733835845896
1,6164,350000.0,5000.0,0.64631,0.07241603015075376
1,6164,355000.0,5000.0,0.69094,0.0757751675041876
1,6164,360000.0,5000.0,0.73945,0.07936664991624791
1,6164,365000.0,5000.0,0.79213,0.08321393216080403
1,6164,370000.0,5000.0,0.84927,0.08733522613065327
1,6164,375000.0,5000.0,0.91118,0.09175742881072027
1,6164,380000.0,5000.0,0.97821,0.09650139028475711
1,6164,385000.0,5000.0,1.05074,0.10159805695142377
1,6164,390000.0,5000.0,1.12915,0.10707144053601339
1,6164,395000.0,5000.0,1.21389,0.11295708961474035
1,6164,400000.0,5000.0,1.30544,0.11928274706867673
1,6164,405000.0,5000.0,1.40435,0.12608964824120603
1,6164,410000.0,5000.0,1.51121,0.13341013400335008
1,6164,415000.0,5000.0,1.62667,0.14129236599664993
1,6164,420000.0,5000.0,1.75144,0.1497741708542714
1,6164,425000.0,5000.0,1.88618,0.15891175460636517
1,6164,430000.0,5000.0,2.03144,0.16874837520938027
1,6164,435000.0,5000.0,2.18745,0.17934634003350083
1,6164,440000.0,5000.0,2.35398,0.19075041876046903
1,6164,445000.0,5000.0,2.53048,0.2030209003350084
1,6164,450000.0,5000.0,2.71689,0.2161989782244556
1,6164,455000.0,5000.0,2.91551,0.23034774288107202
1,6164,460000.0,5000.0,3.13387,0.2455336515912898
1,6164,465000.0,5000.0,3.38613,0.26190663735343384
1,6164,470000.0,5000.0,3.68408,0.27964164154103854
1,6164,475000.0,5000.0,4.00366,0.2989587227805695
1,6164,480000.0,5000.0,4.25759,0.3197694639865997
1,6164,485000.0,5000.0,4.37733,0.3414950963149079
1,6164,490000.0,5000.0,4.41495,0.363625175879397
1,6164,495000.0,5000.0,4.45403,0.3859038986599665
1,6164,500000.0,5000.0,4.51134,0.4084198324958125
1,6164,505000.0,5000.0,4.56068,0.4312196775544389
1,6164,510000.0,5000.0,4.57856,0.45420311557788956
1,6164,515000.0,5000.0,4.56041,0.4771730904522614
1,6164,520000.0,5000.0,4.51401,0.4999890619765495
1,6164,525000.0,5000.0,4.44764,0.5225100418760469
1,6164,530000.0,5000.0,4.36453,0.5446609212730319
1,6164,535000.0,5000.0,4.26356,0.5663442797319933
1,6164,540000.0,5000.0,4.14221,0.5874766331658291
1,6164,545000.0,5000.0,3.99943,0.6079381951423786
1,6164,550000.0,5000.0,3.83743,0.6276397152428811
1,6164,555000.0,5000.0,3.66157,0.6464843592964824
1,6164,560000.0,5000.0,3.4788,0.6644278391959799
1,6164,565000.0,5000.0,3.29555,0.6814490619765494
1,6164,570000.0,5000.0,3.11658,0.6975561139028477
1,6164,575000.0,5000.0,2.94469,0.7127845058626466
1,6164,580000.0,5000.0,2.78115,0.7271649748743719
1,6164,585000.0,5000.0,2.62629,0.7407504396984924
1,6164,590000.0,5000.0,2.47992,0.7535740703517588
1,6164,595000.0,5000.0,2.34161,0.7656875795644892
1,6164,600000.0,5000.0,2.2109,0.777120569514238
1,6164,605000.0,5000.0,2.08731,0.787919405360134
1,6164,610000.0,5000.0,1.97042,0.7981097822445563
1,6164,615000.0,5000.0,1.85983,0.8077330067001677
1,6164,620000.0,5000.0,1.75519,0.8168115075376886
1,6164,625000.0,5000.0,1.65618,0.8253824036850923
1,6164,630000.0,5000.0,1.56253,0.8334655108877724
1,6164,635000.0,5000.0,1.47399,0.8410946775544389
1,6164,640000.0,5000.0,1.39031,0.848287621440536
1,6164,645000.0,5000.0,1.31129,0.8550753643216081
1,6164,650000.0,5000.0,1.23673,0.8614738860971525
1,6164,655000.0,5000.0,1.16645,0.867511905360134
1,6164,660000.0,5000.0,1.10027,0.8732038693467338
1,6164,665000.0,5000.0,1.03799,0.8785763442211055
1,6164,670000.0,5000.0,0.97946,0.8836422110552765
1,6164,675000.0,5000.0,0.92449,0.8884260469011727
1,6164,680000.0,5000.0,0.87289,0.8929392127303184
1,6164,685000.0,5000.0,0.82451,0.8972041415410387
1,6164,690000.0,5000.0,0.77916,0.9012308207705194
1,6164,695000.0,5000.0,0.73668,0.9050396356783922
1,6164,700000.0,5000.0,0.69691,0.9086391792294809
1,6164,705000.0,5000.0,0.65971,0.9120480025125629
1,6164,710000.0,5000.0,0.62494,0.9152735008375211
1,6164,715000.0,5000.0,0.59247,0.9183326046901172
1,6164,720000.0,5000.0,0.56218,0.9212316247906198
1,6164,725000.0,5000.0,0.53395,0.9239860552763818
1,6164,730000.0,5000.0,0.50768,0.9266012395309884
1,6164,735000.0,5000.0,0.48328,0.9290914614740369
1,6164,740000.0,5000.0,0.46066,0.9314613065326635
1,6164,745000.0,5000.0,0.43971,0.9337239614740369
1,6164,750000.0,5000.0,0.42037,0.9358831993299833
1,6164,755000.0,5000.0,0.40254,0.9379512730318257
1,6164,760000.0,5000.0,0.38615,0.9399312395309884
1,6164,765000.0,5000.0,0.37111,0.9418344011725293
1,6164,770000.0,5000.0,0.35735,0.9436631323283083
1,6164,775000.0,5000.0,0.34478,0.9454278140703517
1,6164,780000.0,5000.0,0.33331,0.9471301005025127
1,6164,785000.0,5000.0,0.32288,0.9487793802345059
1,6164,790000.0,5000.0,0.31338,0.9503766834170855
1,6164,795000.0,5000.0,0.30474,0.9519303391959798
1,6164,800000.0,5000.0,0.29686,0.9534406700167506
1,6164,805000.0,5000.0,0.28967,0.9549149832495812
1,6164,810000.0,5000.0,0.28306,0.9563528978224457
1,6164,815000.0,5000.0,0.27696,0.9577606323283082
1,6164,820000.0,5000.0,0.27127,0.9591371021775545
1,6164,825000.0,5000.0,0.26591,0.9604874832495812
1,6164,830000.0,5000.0,0.26081,0.96181
1,6164,835000.0,5000.0,0.25587,0.9631089154103852
1,6164,840000.0,5000.0,0.25103,0.9643817252931324
1,6164,845000.0,5000.0,0.24622,0.965631850921273
1,6164,850000.0,5000.0,0.24138,0.9668562479061977
1,6164,855000.0,5000.0,0.23645,0.9680576046901174
1,6164,860000.0,5000.0,0.23141,0.9692324455611392
1,6164,865000.0,5000.0,0.2262,0.9703830234505864
1,6164,870000.0,5000.0,0.22082,0.9715055276381911
1,6164,875000.0,5000.0,0.21523,0.9726019514237856
1,6164,880000.0,5000.0,0.20945,0.973668324958124
1,6164,885000.0,5000.0,0.20347,0.9747066373534339
1,6164,890000.0,5000.0,0.1973,0.9757129313232831
1,6164,895000.0,5000.0,0.19097,0.976689296482412
1,6164,900000.0,5000.0,0.18449,0.9776319765494137
1,6164,905000.0,5000.0,0.1779,0.9785432998324959
1,6164,910000.0,5000.0,0.17123,0.9794197822445562
1,6164,915000.0,5000.0,0.16451,0.9802641331658292
1,6164,920000.0,5000.0,0.15778,0.9810731323283083
1,6164,925000.0,5000.0,0.15108,0.9818499288107203
1,6164,930000.0,5000.0,0.14445,0.9825916415410385
1,6164,935000.0,5000.0,0.1379,0.9833018257956448
1,6164,940000.0,5000.0,0.13148,0.9839777889447237
1,6164,945000.0,5000.0,0.12522,0.9846235134003349
1,6164,950000.0,5000.0,0.11913,0.9852365661641541
1,6164,955000.0,5000.0,0.11325,0.9858211683417084
1,6164,960000.0,5000.0,0.10758,0.986375108877722
1,6164,965000.0,5000.0,0.10216,0.9869028098827471
1,6164,970000.0,5000.0,0.09697,0.9874022278056952
1,6164,975000.0,5000.0,0.09205,0.987877851758794
1,6164,980000.0,5000.0,0.08739,0.9883277889447236
1,6164,985000.0,5000.0,0.083,0.9887565996649916
1,6164,990000.0,5000.0,0.07889,0.9891624288107203
1,6164,995000.0,5000.0,0.07505,0.9895499120603016
1,6164,1000000.0,5000.0,0.07148,0.9899171524288107
1,6166,0.0,0.5,0.0325,0.0
1,6166,0.5,0.5,0.03343,0.0001656532663316583
1,6166,1.0,0.5,0.03438,0.00033601340033500833
1,6166,1.5,0.5,0.03536,0.0005112353433835846
1,6166,2.0,0.5,0.03636,0.0006914237855946398
1,6166,2.5,0.5,0.03739,0.0008767169179229481
1,6166,3.0,0.5,0.03845,0.001067252931323283
1,6166,3.5,0.5,0.03952,0.0012631574539363484
1,6166,4.0,0.5,0.04061,0.001464472361809045
1,6166,4.5,0.5,0.04172,0.0016713316582914572
1,6166,5.0,0.5,0.04284,0.0018837855946398658
1,6166,5.5,0.5,0.04397,0.002101901172529313
1,6166,6.0,0.5,0.04511,0.0023257118927973194
1,6166,6.5,0.5,0.04624,0.002555242881072027
1,6166,7.0,0.5,0.04738,0.002790452261306532
1,6166,7.5,0.5,0.04851,0.003031398659966499
1,6166,8.0,0.5,0.04964,0.003277989949748743
1,6166,8.5,0.5,0.05075,0.003530251256281406
1,6166,9.0,0.5,0.05185,0.0037880234505862642
1,6166,9.5,0.5,0.05294,0.004051340033500837
1,6166,10.0,0.5,0.05402,0.0043200670016750415
1,6166,10.5,0.5,0.05509,0.004594237855946398
1,6166,11.0,0.5,0.05614,0.004873701842546063
1,6166,11.5,0.5,0.05718,0.005158446398659966
1,6166,12.0,0.5,0.05822,0.005448375209380234
1,6166,12.5,0.5,0.05926,0.00574357202680067
1,6166,13.0,0.5,0.06029,0.006043936348408709
1,6166,13.5,0.5,0.06133,0.006349526800670016
1,6166,14.0,0.5,0.06238,0.006660335008375208
1,6166,14.5,0.5,0.06344,0.006976478224455611
1,6166,15.0,0.5,0.06452,0.007297956448911221
1,6166,15.5,0.5,0.06561,0.0076249329983249575
1,6166,16.0,0.5,0.06672,0.007957386934673367
1,6166,16.5,0.5,0.06786,0.008295540201005026
1,6166,17.0,0.5,0.06903,0.008639447236180904
1,6166,17.5,0.5,0.07022,0.008989338358458962
1,6166,18.0,0.5,0.07144,0.009345226130653266
1,6166,18.5,0.5,0.07269,0.009707378559463986
1,6166,19.0,0.5,0.07398,0.010075845896147404
1,6166,19.5,0.5,0.07529,0.010450921273031826
1,6166,20.0,0.5,0.07663,0.010832579564489112
1,6166,20.5,0.5,0.078,0.011221122278056953
1,6166,21.0,0.5,0.07941,0.011616566164154102
1,6166,21.5,0.5,0.08084,0.012019237855946396
1,6166,22.0,0.5,0.0823,0.012429078726968173
1,6166,22.5,0.5,0.08379,0.01284642378559464
1,6166,23.0,0.5,0.0853,0.013271222780569513
1,6166,23.5,0.5,0.08685,0.013703785594639865
1,6166,24.0,0.5,0.08842,0.014144120603015075
1,6166,24.5,0.5,0.09001,0.01459246231155779
1,6166,25.0,0.5,0.09164,0.015048810720268006
1,6166,25.5,0.5,0.09329,0.015513492462311557
1,6166,26.0,0.5,0.09496,0.01598643216080402
1,6166,26.5,0.5,0.09666,0.016467918760469012
1,6166,27.0,0.5,0.0984,0.016957956448911224
1,6166,27.5,0.5,0.10016,0.017456888609715244
1,6166,28.0,0.5,0.10195,0.01796463986599665
1,6166,28.5,0.5,0.10377,0.018481561976549415
1,6166,29.0,0.5,0.10563,0.019007621440536016
1,6166,29.5,0.5,0.10752,0.01954321608040201
1,6166,30.0,0.5,0.10945,0.020088291457286436
1,6166,30.5,0.5,0.11142,0.020643283082077055
1,6166,31.0,0.5,0.11344,0.021208174204355112
1,6166,31.5,0.5,0.1155,0.021783446398659964
1,6166,32.0,0.5,0.11761,0.022369061976549417
1,6166,32.5,0.5,0.11977,0.022965540201005025
1,6166,33.0,0.5,0.12199,0.0235728810720268
